key,requirements
gnuplot,Patent - Rights Impairment
gnuplot,Warranty Disclaimer
google-analytics-tos,License Text in Source
google-analytics-tos,No Use in Endorsements
google-analytics-tos,Restricted Redistribution
google-analytics-tos,Restricted Modifications
google-analytics-tos,No License Change
google-analytics-tos,Export Controls
google-analytics-tos,Warranty Disclaimer
google-analytics-tos,Indemnify Licensor
google-tos-2013,Platform Deployment Restriction
google-tos-2013,Restricted Redistribution
google-tos-2013,Restricted Modifications
google-tos-2013,Warranty Disclaimer
google-tos-2013,Indemnify Licensor
google-tos-2013,Network Redistribution
gpl-2.0-plus-openmotif,License Text in Source
gpl-2.0-plus-openmotif,License Text in Documentation
gpl-2.0-plus-openmotif,Source Redistribution
gpl-2.0-plus-openmotif,Change Tracking in Source
gpl-2.0-plus-openmotif,Patent - Rights Impairment
gpl-2.0-plus-openmotif,Warranty Disclaimer
gpl-2.0-plus-openmotif,GPL Compatible
gpl-2.0-plus-openmotif,Exceptions
gpl-2.0-koterov,License Text in Source
gpl-2.0-koterov,License Text in Documentation
gpl-2.0-koterov,Source Redistribution
gpl-2.0-koterov,Change Tracking in Source
gpl-2.0-koterov,Patent - Rights Impairment
gpl-2.0-koterov,Warranty Disclaimer
gpl-2.0-koterov,GPL Compatible
gpl-2.0-independent-module-linking,License Text in Source
gpl-2.0-independent-module-linking,License Text in Documentation
gpl-2.0-independent-module-linking,Source Redistribution
gpl-2.0-independent-module-linking,Change Tracking in Source
gpl-2.0-independent-module-linking,Patent - Rights Impairment
gpl-2.0-independent-module-linking,Warranty Disclaimer
gpl-2.0-independent-module-linking,GPL Compatible
gpl-2.0-independent-module-linking,Exceptions
gpl-2.0-kernel,License Text in Source
gpl-2.0-kernel,License Text in Documentation
gpl-2.0-kernel,Source Redistribution
gpl-2.0-kernel,Change Tracking in Source
gpl-2.0-kernel,No License Change
gpl-2.0-kernel,Patent - Rights Impairment
gpl-2.0-kernel,Warranty Disclaimer
gpl-2.0-kernel,GPL Compatible
gpl-2.0-kernel,Exceptions
gpl-2.0-lmbench,License Text in Source
gpl-2.0-lmbench,License Text in Documentation
gpl-2.0-lmbench,Source Redistribution
gpl-2.0-lmbench,Change Tracking in Source
gpl-2.0-lmbench,Restricted Redistribution
gpl-2.0-lmbench,No License Change
gpl-2.0-lmbench,Patent - Rights Impairment
gpl-2.0-lmbench,Warranty Disclaimer
gpl-2.0-lmbench,Exceptions
gpl-2.0-oracle-openjdk,License Text in Source
gpl-2.0-oracle-openjdk,License Text in Documentation
gpl-2.0-oracle-openjdk,Source Redistribution
gpl-2.0-oracle-openjdk,Change Tracking in Source
gpl-2.0-oracle-openjdk,Patent - Rights Impairment
gpl-2.0-oracle-openjdk,Warranty Disclaimer
gpl-2.0-oracle-openjdk,GPL Compatible
gpl-2.0-oracle-openjdk,Exceptions
gpl-2.0-rrdtool-floss,License Text in Source
gpl-2.0-rrdtool-floss,License Text in Documentation
gpl-2.0-rrdtool-floss,Source Redistribution
gpl-2.0-rrdtool-floss,Change Tracking in Source
gpl-2.0-rrdtool-floss,Patent - Rights Impairment
gpl-2.0-rrdtool-floss,Warranty Disclaimer
gpl-2.0-rrdtool-floss,GPL Compatible
gpl-2.0-rrdtool-floss,Exceptions
gpl-3.0-plus-openssl,License Text in Source
gpl-3.0-plus-openssl,License Text in Documentation
gpl-3.0-plus-openssl,Usage Notice in Documentation
gpl-3.0-plus-openssl,Source Redistribution
gpl-3.0-plus-openssl,Change Tracking in Source
gpl-3.0-plus-openssl,Patent - Rights Impairment
gpl-3.0-plus-openssl,Warranty Disclaimer
gpl-3.0-plus-openssl,GPL Compatible
gpl-3.0-plus-openssl,Exceptions
graphics-gems,License Text in Source
graphics-gems,Warranty Disclaimer
graphics-gems,GPL Compatible
greg-roelofs,License Text in Source
greg-roelofs,License Text in Documentation
greg-roelofs,Usage Notice in Advertisement
greg-roelofs,Special Attribution Obligation
greg-roelofs,Warranty Disclaimer
gregory-pietsch,License Text in Source
gregory-pietsch,GPL Compatible
gsoap-1.3a,License Text in Source
gsoap-1.3a,License Text in Documentation
gsoap-1.3a,Source Redistribution
gsoap-1.3a,Change Tracking in Source
gsoap-1.3a,Patent - Rights Impairment
gsoap-1.3a,Warranty Disclaimer
gsoap-1.3b,License Text in Source
gsoap-1.3b,License Text in Documentation
gsoap-1.3b,Source Redistribution
gsoap-1.3b,Change Tracking in Source
gsoap-1.3b,Patent - Rights Impairment
gsoap-1.3b,Warranty Disclaimer
gust-font-1.0,License Text in Source
gust-font-1.0,License Text in Documentation
gust-font-1.0,Usage Notice in Documentation
gust-font-1.0,Source Redistribution
gust-font-1.0,Change Tracking in Source
gust-font-1.0,Special Attribution Obligation
gust-font-1.0,Name Restriction
gust-font-1.0,Patent - Rights Impairment
gust-font-1.0,Warranty Disclaimer
gust-font-1.0,Exceptions
gust-font-2006-09-30,License Text in Source
gust-font-2006-09-30,License Text in Documentation
gust-font-2006-09-30,Usage Notice in Documentation
gust-font-2006-09-30,Source Redistribution
gust-font-2006-09-30,Change Tracking in Source
gust-font-2006-09-30,Special Attribution Obligation
gust-font-2006-09-30,Name Restriction
gust-font-2006-09-30,Patent - Rights Impairment
gust-font-2006-09-30,Warranty Disclaimer
gust-font-2006-09-30,Exceptions
halpern-wight,License Text in Source
halpern-wight,Change Tracking in Source
halpern-wight,Warranty Disclaimer
halpern-wight,GPL Compatible
haskell-report,License Text in Source
haskell-report,Change Tracking in Source
haskell-report,GPL Compatible
hauppauge-firmware-eula,License Text in Source
hauppauge-firmware-eula,License Text in Documentation
hauppauge-firmware-eula,No Use in Endorsements
hauppauge-firmware-eula,Platform Deployment Restriction
hauppauge-firmware-eula,Restricted Redistribution
hauppauge-firmware-eula,Restricted Modifications
hauppauge-firmware-eula,Export Controls
hauppauge-firmware-eula,Warranty Disclaimer
hauppauge-firmware-eula,Patent - Warning
hauppauge-firmware-oem,License Text in Source
hauppauge-firmware-oem,License Text in Documentation
hauppauge-firmware-oem,No Use in Endorsements
hauppauge-firmware-oem,Platform Deployment Restriction
hauppauge-firmware-oem,Restricted Redistribution
hauppauge-firmware-oem,Restricted Modifications
hauppauge-firmware-oem,Export Controls
hauppauge-firmware-oem,Warranty Disclaimer
hauppauge-firmware-oem,Patent - Warning
hdparm,License Text in Source
hdparm,GPL Compatible
hacos-1.2,License Text in Source
hacos-1.2,License Text in Documentation
hacos-1.2,Source Redistribution
hacos-1.2,Change Tracking in Source
hacos-1.2,Patent - Rights Impairment
hacos-1.2,Patent - License Termination
hacos-1.2,Warranty Disclaimer
hacos-1.2,Indemnify Licensor
hacos-1.2,Patent - Warning
helios-eula,Name Restriction
helios-eula,Restricted Redistribution
helios-eula,Restricted Modifications
helios-eula,No License Change
helix,Non-Commercial Use Only
helix,Restricted Redistribution
helix,Restricted Modifications
helix,Specification Constraints
helix,Export Controls
helix,Warranty Disclaimer
helix,Indemnify Licensor
helix,Patent - Warning
henry-spencer-1999,License Text in Source
henry-spencer-1999,Change Tracking in Source
henry-spencer-1999,Warranty Disclaimer
henry-spencer-1999,GPL Compatible
hs-regexp,License Text in Source
hs-regexp,License Text in Documentation
hs-regexp,Usage Notice in Documentation
hs-regexp,Change Tracking in Source
hs-regexp,Change Tracking in Documentation
hs-regexp,Warranty Disclaimer
hs-regexp,GPL Compatible
hp-ux-jre,Restricted Redistribution
hp-ux-jre,Restricted Modifications
hp-ux-jre,No License Change
hp-ux-jre,Prohibited in Aircraft
hp-ux-jre,Prohibited in Nuclear
hp-ux-jre,Export Controls
hp-ux-jre,Warranty Disclaimer
hidapi,License Text in Source
hidapi,Warranty Disclaimer
hidapi,GPL Compatible
historical,License Text in Source
historical,License Text in Documentation
historical,No Use in Endorsements
historical,Warranty Disclaimer
historical,GPL Compatible
hp-netperf,License Text in Source
hp-netperf,License Text in Documentation
hp-netperf,Non-Commercial Use Only
hp-netperf,Warranty Disclaimer
hp,Non-Commercial Use Only
hp,Restricted Redistribution
hp,No License Change
hp,Warranty Disclaimer
hp-software-eula,License Text in Source
hp-software-eula,License Text in Documentation
hp-software-eula,Platform Deployment Restriction
hp-software-eula,Restricted Redistribution
hp-software-eula,Restricted Modifications
hp-software-eula,Specification Constraints
hp-software-eula,Prohibited in Nuclear
hp-software-eula,Export Controls
hp-software-eula,Warranty Disclaimer
hp-proliant-essentials,Restricted Redistribution
hp-proliant-essentials,Restricted Modifications
hp-proliant-essentials,Export Controls
hp-proliant-essentials,Warranty Disclaimer
hp-proliant-essentials,Indemnify Licensor
hp-ux-java,License Text in Source
hp-ux-java,Platform Deployment Restriction
hp-ux-java,Restricted Redistribution
hp-ux-java,Restricted Modifications
hp-ux-java,No License Change
hp-ux-java,Specification Constraints
hp-ux-java,Prohibited in Aircraft
hp-ux-java,Prohibited in Nuclear
hp-ux-java,Export Controls
hp-ux-java,Warranty Disclaimer
ian-kaplan,License Text in Source
ian-kaplan,Warranty Disclaimer
ian-kaplan,GPL Compatible
ian-piumarta,License Text in Source
ian-piumarta,License Text in Documentation
ian-piumarta,Warranty Disclaimer
ian-piumarta,GPL Compatible
ibm-as-is,License Text in Source
ibm-as-is,License Text in Documentation
ibm-as-is,Warranty Disclaimer
ibm-as-is,Patent - Warning
ibm-as-is,GPL Compatible
ibm-developerworks-community-download,License Text in Source
ibm-developerworks-community-download,No License Change
ibm-developerworks-community-download,Warranty Disclaimer
ibm-developerworks-community-download,Patent - Warning
ibm-dhcp,License Text in Source
ibm-dhcp,License Text in Documentation
ibm-dhcp,No Use in Endorsements
ibm-dhcp,Warranty Disclaimer
ibm-dhcp,GPL Compatible
ibm-nwsc,License Text in Source
ibm-nwsc,Export Controls
ibm-nwsc,Warranty Disclaimer
ibm-nwsc,GPL Compatible
ibm-jre,License Text in Source
ibm-jre,Restricted Redistribution
ibm-jre,Restricted Modifications
ibm-jre,No License Change
ibm-jre,Prohibited in Aircraft
ibm-jre,Prohibited in Nuclear
ibm-jre,Export Controls
ibm-jre,Warranty Disclaimer
ibm-pibs,License Text in Source
ibm-pibs,Warranty Disclaimer
ibm-pibs,Patent - Warning
ibm-pibs,GPL Compatible
ibmpl-1.0,License Text in Source
ibmpl-1.0,License Text in Documentation
ibmpl-1.0,Source Redistribution
ibmpl-1.0,Change Tracking in Source
ibmpl-1.0,Patent - Rights Impairment
ibmpl-1.0,Patent - License Termination
ibmpl-1.0,Warranty Disclaimer
ibmpl-1.0,Indemnify Licensor
ibmpl-1.0,Patent - Grant
ibmpl-1.0,Patent - Warning
ibm-sample,License Text in Source
ibm-sample,Warranty Disclaimer
ibm-sample,GPL Compatible
ibm-icu,License Text in Source
ibm-icu,License Text in Documentation
ibm-icu,No Use in Endorsements
ibm-icu,Change Tracking in Source
ibm-icu,Warranty Disclaimer
ibm-icu,GPL Compatible
idt-notice,License Text in Source
idt-notice,Warranty Disclaimer
idt-notice,GPL Compatible
ietf-trust,License Text in Source
ietf-trust,License Text in Documentation
ietf-trust,No Use in Endorsements
ietf-trust,Warranty Disclaimer
ietf-trust,GPL Compatible
ilmid,License Text in Source
ilmid,License Text in Documentation
ilmid,Usage Notice in Documentation
ilmid,Warranty Disclaimer
ilmid,GPL Compatible
imagemagick,License Text in Source
imagemagick,License Text in Documentation
imagemagick,No Use in Endorsements
imagemagick,Change Tracking in Source
imagemagick,Export Controls
imagemagick,Warranty Disclaimer
imagemagick,Indemnify Licensor
imagemagick,Patent - Grant
imagen,License Text in Source
imagen,License Text in Documentation
imagen,Non-Commercial Use Only
imlib2,License Text in Source
imlib2,License Text in Documentation
imlib2,Usage Notice in Documentation
imlib2,Source Redistribution
imlib2,Patent - Rights Impairment
imlib2,Warranty Disclaimer
imlib2,GPL Compatible
ijg,License Text in Source
ijg,License Text in Documentation
ijg,Usage Notice in Documentation
ijg,No Use in Endorsements
ijg,Change Tracking in Source
ijg,Warranty Disclaimer
ijg,GPL Compatible
indiana-extreme,License Text in Source
indiana-extreme,License Text in Documentation
indiana-extreme,Usage Notice in Documentation
indiana-extreme,No Use in Endorsements
indiana-extreme,Name Restriction
indiana-extreme,Warranty Disclaimer
indiana-extreme,GPL Compatible
indiana-extreme-1.2,License Text in Source
indiana-extreme-1.2,License Text in Documentation
indiana-extreme-1.2,Usage Notice in Documentation
indiana-extreme-1.2,No Use in Endorsements
indiana-extreme-1.2,Name Restriction
indiana-extreme-1.2,Warranty Disclaimer
indiana-extreme-1.2,Patent - Warning
infineon-free,License Text in Source
infineon-free,Warranty Disclaimer
infineon-free,GPL Compatible
info-zip,License Text in Source
info-zip,License Text in Documentation
info-zip,Change Tracking in Source
info-zip,Change Tracking in Documentation
info-zip,Special Attribution Obligation
info-zip,Name Restriction
info-zip,Warranty Disclaimer
infonode-1.1,Restricted Redistribution
infonode-1.1,Restricted Modifications
infonode-1.1,No License Change
infonode-1.1,Warranty Disclaimer
initial-developer-public,License Text in Source
initial-developer-public,License Text in Documentation
initial-developer-public,Source Redistribution
initial-developer-public,Change Tracking in Source
initial-developer-public,Patent - Rights Impairment
initial-developer-public,Patent - License Termination
initial-developer-public,Warranty Disclaimer
initial-developer-public,Indemnify Licensor
initial-developer-public,Patent - Warning
initial-developer-public,Exceptions
inner-net-2.0,License Text in Source
inner-net-2.0,License Text in Documentation
inner-net-2.0,Usage Notice in Advertisement
inner-net-2.0,No Use in Endorsements
inner-net-2.0,Restricted Redistribution
inner-net-2.0,Warranty Disclaimer
inno-setup,License Text in Source
inno-setup,License Text in Documentation
inno-setup,Usage Notice in Documentation
inno-setup,Change Tracking in Source
inno-setup,Change Tracking in Documentation
inno-setup,Warranty Disclaimer
inno-setup,GPL Compatible
installsite,License Text in Source
installsite,Restricted Redistribution
installsite,Warranty Disclaimer
installsite,GPL Compatible
intel-acpi,License Text in Source
intel-acpi,License Text in Documentation
intel-acpi,Usage Notice in Documentation
intel-acpi,No Use in Endorsements
intel-acpi,Change Tracking in Source
intel-acpi,Export Controls
intel-acpi,Warranty Disclaimer
intel-acpi,GPL Compatible
intel-bcl,License Text in Documentation
intel-bcl,No Use in Endorsements
intel-bcl,Restricted Redistribution
intel-bcl,Restricted Modifications
intel-bcl,No License Change
intel-bcl,Warranty Disclaimer
intel-bsd-export-control,License Text in Source
intel-bsd-export-control,License Text in Documentation
intel-bsd-export-control,No Use in Endorsements
intel-bsd-export-control,Export Controls
intel-bsd-export-control,Warranty Disclaimer
intel-bsd-export-control,GPL Compatible
intel-bsd-special,License Text in Source
intel-bsd-special,License Text in Documentation
intel-bsd-special,No Use in Endorsements
intel-bsd-special,Warranty Disclaimer
intel-bsd-special,GPL Compatible
intel-code-samples,License Text in Source
intel-code-samples,No Use in Endorsements
intel-code-samples,Restricted Redistribution
intel-code-samples,Restricted Modifications
intel-code-samples,Export Controls
intel-code-samples,Warranty Disclaimer
intel-confidential,License Text in Source
intel-confidential,Restricted Redistribution
intel-confidential,Restricted Modifications
intel-confidential,No License Change
intel-confidential,Patent - Warning
intel-firmware,License Text in Source
intel-firmware,License Text in Documentation
intel-firmware,Platform Deployment Restriction
intel-firmware,Restricted Redistribution
intel-firmware,Restricted Modifications
intel-firmware,No License Change
intel-firmware,Warranty Disclaimer
intel-firmware,Patent - Warning
intel,License Text in Source
intel,License Text in Documentation
intel,No Use in Endorsements
intel,Restricted Redistribution
intel,Restricted Modifications
intel,Patent - Grant
intel-master-eula-sw-dev-2016,Usage Notice in Documentation
intel-master-eula-sw-dev-2016,No Use in Endorsements
intel-master-eula-sw-dev-2016,Platform Deployment Restriction
intel-master-eula-sw-dev-2016,Restricted Redistribution
intel-master-eula-sw-dev-2016,Restricted Modifications
intel-master-eula-sw-dev-2016,No License Change
intel-master-eula-sw-dev-2016,Export Controls
intel-master-eula-sw-dev-2016,Warranty Disclaimer
intel-master-eula-sw-dev-2016,Indemnify Licensor
intel-master-eula-sw-dev-2016,Patent - Warning
intel-material,License Text in Source
intel-material,Restricted Redistribution
intel-material,Restricted Modifications
intel-material,No License Change
intel-material,Patent - Warning
intel-osl-1989,License Text in Source
intel-osl-1989,Change Tracking in Source
intel-osl-1989,Warranty Disclaimer
intel-osl-1989,GPL Compatible
intel-royalty-free,License Text in Source
intel-royalty-free,Warranty Disclaimer
intel-royalty-free,GPL Compatible
intel-scl,License Text in Source
intel-scl,No Use in Endorsements
intel-scl,Restricted Redistribution
intel-scl,Restricted Modifications
intel-scl,Export Controls
intel-scl,Warranty Disclaimer
intel-scl,Exceptions
3pp-proprietary-07,Restricted Redistribution
3pp-proprietary-07,Patent - Warning
interbase-1.0,License Text in Source
interbase-1.0,License Text in Documentation
interbase-1.0,Source Redistribution
interbase-1.0,Change Tracking in Source
interbase-1.0,No License Change
interbase-1.0,Patent - Rights Impairment
interbase-1.0,Patent - License Termination
interbase-1.0,Warranty Disclaimer
interbase-1.0,Indemnify Licensor
ietf,License Text in Source
ietf,License Text in Documentation
ietf,Warranty Disclaimer
ietf,GPL Compatible
iozone,License Text in Source
iozone,Restricted Redistribution
iozone,Restricted Modifications
